,cohort,week,week_number,cohort_total,active_subs,active_percent
0,2016-12-26,2016-12-26,1,9,9,1.0
1,2016-12-26,2017-01-02,2,9,9,1.0
2,2016-12-26,2017-01-09,3,9,9,1.0
3,2016-12-26,2017-01-16,4,9,8,0.89
4,2016-12-26,2017-01-23,5,9,5,0.56
5,2016-12-26,2017-01-30,6,9,5,0.56
6,2016-12-26,2017-02-06,7,9,4,0.44
7,2016-12-26,2017-02-13,8,9,4,0.44
8,2016-12-26,2017-02-20,9,9,4,0.44
9,2016-12-26,2017-02-27,10,9,4,0.44
10,2016-12-26,2017-03-06,11,9,4,0.44
11,2016-12-26,2017-03-13,12,9,4,0.44
12,2016-12-26,2017-03-20,13,9,4,0.44
13,2016-12-26,2017-03-27,14,9,4,0.44
14,2016-12-26,2017-04-03,15,9,4,0.44
15,2016-12-26,2017-04-10,16,9,4,0.44
16,2016-12-26,2017-04-17,17,9,4,0.44
17,2016-12-26,2017-04-24,18,9,3,0.33
18,2016-12-26,2017-05-01,19,9,3,0.33
19,2016-12-26,2017-05-08,20,9,3,0.33
20,2016-12-26,2017-05-15,21,9,2,0.22
21,2016-12-26,2017-05-22,22,9,2,0.22
22,2016-12-26,2017-05-29,23,9,2,0.22
23,2016-12-26,2017-06-05,24,9,2,0.22
24,2016-12-26,2017-06-12,25,9,2,0.22
25,2016-12-26,2017-06-19,26,9,2,0.22
26,2016-12-26,2017-06-26,27,9,2,0.22
27,2016-12-26,2017-07-03,28,9,2,0.22
28,2016-12-26,2017-07-10,29,9,2,0.22
29,2016-12-26,2017-07-17,30,9,2,0.22
30,2016-12-26,2017-07-24,31,9,2,0.22
31,2016-12-26,2017-07-31,32,9,2,0.22
32,2016-12-26,2017-08-07,33,9,2,0.22
33,2016-12-26,2017-08-14,34,9,2,0.22
34,2016-12-26,2017-08-21,35,9,2,0.22
35,2016-12-26,2017-08-28,36,9,2,0.22
36,2016-12-26,2017-09-04,37,9,1,0.11
37,2016-12-26,2017-09-11,38,9,1,0.11
38,2016-12-26,2017-09-18,39,9,1,0.11
39,2016-12-26,2017-09-25,40,9,1,0.11
40,2016-12-26,2017-10-02,41,9,1,0.11
41,2016-12-26,2017-10-09,42,9,1,0.11
42,2016-12-26,2017-10-16,43,9,1,0.11
43,2016-12-26,2017-10-23,44,9,1,0.11
44,2016-12-26,2017-10-30,45,9,1,0.11
45,2016-12-26,2017-11-06,46,9,1,0.11
46,2016-12-26,2017-11-13,47,9,1,0.11
47,2016-12-26,2017-11-20,48,9,1,0.11
48,2016-12-26,2017-11-27,49,9,1,0.11
49,2016-12-26,2017-12-04,50,9,1,0.11
50,2017-01-02,2017-01-02,1,118,113,0.96
51,2017-01-02,2017-01-09,2,118,103,0.87
52,2017-01-02,2017-01-16,3,118,82,0.69
53,2017-01-02,2017-01-23,4,118,70,0.59
54,2017-01-02,2017-01-30,5,118,62,0.53
55,2017-01-02,2017-02-06,6,118,58,0.49
56,2017-01-02,2017-02-13,7,118,55,0.47
57,2017-01-02,2017-02-20,8,118,51,0.43
58,2017-01-02,2017-02-27,9,118,47,0.4
59,2017-01-02,2017-03-06,10,118,42,0.36
60,2017-01-02,2017-03-13,11,118,38,0.32
61,2017-01-02,2017-03-20,12,118,35,0.3
62,2017-01-02,2017-03-27,13,118,34,0.29
63,2017-01-02,2017-04-03,14,118,33,0.28
64,2017-01-02,2017-04-10,15,118,34,0.29
65,2017-01-02,2017-04-17,16,118,29,0.25
66,2017-01-02,2017-04-24,17,118,29,0.25
67,2017-01-02,2017-05-01,18,118,30,0.25
68,2017-01-02,2017-05-08,19,118,27,0.23
69,2017-01-02,2017-05-15,20,118,26,0.22
70,2017-01-02,2017-05-22,21,118,25,0.21
71,2017-01-02,2017-05-29,22,118,24,0.2
72,2017-01-02,2017-06-05,23,118,25,0.21
73,2017-01-02,2017-06-12,24,118,25,0.21
74,2017-01-02,2017-06-19,25,118,22,0.19
75,2017-01-02,2017-06-26,26,118,17,0.14
76,2017-01-02,2017-07-03,27,118,16,0.14
77,2017-01-02,2017-07-10,28,118,18,0.15
78,2017-01-02,2017-07-17,29,118,18,0.15
79,2017-01-02,2017-07-24,30,118,17,0.14
80,2017-01-02,2017-07-31,31,118,17,0.14
81,2017-01-02,2017-08-07,32,118,17,0.14
82,2017-01-02,2017-08-14,33,118,16,0.14
83,2017-01-02,2017-08-21,34,118,16,0.14
84,2017-01-02,2017-08-28,35,118,14,0.12
85,2017-01-02,2017-09-04,36,118,15,0.13
86,2017-01-02,2017-09-11,37,118,14,0.12
87,2017-01-02,2017-09-18,38,118,12,0.1
88,2017-01-02,2017-09-25,39,118,12,0.1
89,2017-01-02,2017-10-02,40,118,12,0.1
90,2017-01-02,2017-10-09,41,118,11,0.09
91,2017-01-02,2017-10-16,42,118,10,0.08
92,2017-01-02,2017-10-23,43,118,7,0.06
93,2017-01-02,2017-10-30,44,118,6,0.05
94,2017-01-02,2017-11-06,45,118,6,0.05
95,2017-01-02,2017-11-13,46,118,6,0.05
96,2017-01-02,2017-11-20,47,118,6,0.05
97,2017-01-02,2017-11-27,48,118,6,0.05
98,2017-01-02,2017-12-04,49,118,6,0.05
99,2017-01-02,2017-12-11,50,118,6,0.05
100,2017-01-02,2017-12-18,51,118,6,0.05
101,2017-01-02,2017-12-25,52,118,6,0.05
102,2017-01-02,2018-01-01,53,118,6,0.05
103,2017-01-02,2018-01-08,54,118,7,0.06
104,2017-01-02,2018-01-15,55,118,7,0.06
105,2017-01-02,2018-01-22,56,118,6,0.05
106,2017-01-02,2018-01-29,57,118,6,0.05
107,2017-01-02,2018-02-05,58,118,4,0.03
108,2017-01-02,2018-02-12,59,118,4,0.03
109,2017-01-02,2018-02-19,60,118,4,0.03
110,2017-01-02,2018-02-26,61,118,3,0.03
111,2017-01-02,2018-03-05,62,118,1,0.01
112,2017-01-02,2018-03-12,63,118,2,0.02
113,2017-01-02,2018-03-19,64,118,3,0.03
114,2017-01-02,2018-03-26,65,118,2,0.02
115,2017-01-02,2018-04-02,66,118,1,0.01
116,2017-01-02,2018-04-09,67,118,2,0.02
117,2017-01-02,2018-04-16,68,118,2,0.02
118,2017-01-02,2018-04-23,69,118,2,0.02
119,2017-01-02,2018-04-30,70,118,2,0.02
120,2017-01-02,2018-05-07,71,118,2,0.02
121,2017-01-02,2018-05-14,72,118,1,0.01
122,2017-01-02,2018-05-21,73,118,1,0.01
123,2017-01-02,2018-05-28,74,118,1,0.01
124,2017-01-02,2018-06-04,75,118,1,0.01
125,2017-01-02,2018-06-11,76,118,1,0.01
126,2017-01-02,2018-06-18,77,118,1,0.01
127,2017-01-02,2018-06-25,78,118,1,0.01
128,2017-01-02,2018-07-02,79,118,1,0.01
129,2017-01-02,2018-07-09,80,118,1,0.01
130,2017-01-02,2018-07-16,81,118,1,0.01
131,2017-01-02,2018-07-23,82,118,2,0.02
132,2017-01-02,2018-07-30,83,118,2,0.02
133,2017-01-02,2019-01-28,84,118,1,0.01
134,2017-01-02,2019-02-04,85,118,1,0.01
135,2017-01-02,2019-02-11,86,118,1,0.01
136,2017-01-02,2019-02-18,87,118,2,0.02
137,2017-01-02,2019-02-25,88,118,1,0.01
138,2017-01-02,2019-03-04,89,118,1,0.01
139,2017-01-09,2017-01-09,1,151,144,0.95
140,2017-01-09,2017-01-16,2,151,138,0.91
141,2017-01-09,2017-01-23,3,151,116,0.77
142,2017-01-09,2017-01-30,4,151,97,0.64
143,2017-01-09,2017-02-06,5,151,87,0.58
144,2017-01-09,2017-02-13,6,151,72,0.48
145,2017-01-09,2017-02-20,7,151,68,0.45
146,2017-01-09,2017-02-27,8,151,66,0.44
147,2017-01-09,2017-03-06,9,151,58,0.38
148,2017-01-09,2017-03-13,10,151,57,0.38
149,2017-01-09,2017-03-20,11,151,51,0.34
150,2017-01-09,2017-03-27,12,151,50,0.33
151,2017-01-09,2017-04-03,13,151,49,0.32
152,2017-01-09,2017-04-10,14,151,46,0.3
153,2017-01-09,2017-04-17,15,151,48,0.32
154,2017-01-09,2017-04-24,16,151,45,0.3
155,2017-01-09,2017-05-01,17,151,39,0.26
156,2017-01-09,2017-05-08,18,151,37,0.25
157,2017-01-09,2017-05-15,19,151,36,0.24
158,2017-01-09,2017-05-22,20,151,33,0.22
159,2017-01-09,2017-05-29,21,151,30,0.2
160,2017-01-09,2017-06-05,22,151,30,0.2
161,2017-01-09,2017-06-12,23,151,31,0.21
162,2017-01-09,2017-06-19,24,151,28,0.19
163,2017-01-09,2017-06-26,25,151,27,0.18
164,2017-01-09,2017-07-03,26,151,25,0.17
165,2017-01-09,2017-07-10,27,151,26,0.17
166,2017-01-09,2017-07-17,28,151,26,0.17
167,2017-01-09,2017-07-24,29,151,25,0.17
168,2017-01-09,2017-07-31,30,151,24,0.16
169,2017-01-09,2017-08-07,31,151,24,0.16
170,2017-01-09,2017-08-14,32,151,20,0.13
171,2017-01-09,2017-08-21,33,151,21,0.14
172,2017-01-09,2017-08-28,34,151,18,0.12
173,2017-01-09,2017-09-04,35,151,16,0.11
174,2017-01-09,2017-09-11,36,151,18,0.12
175,2017-01-09,2017-09-18,37,151,16,0.11
176,2017-01-09,2017-09-25,38,151,14,0.09
177,2017-01-09,2017-10-02,39,151,14,0.09
178,2017-01-09,2017-10-09,40,151,14,0.09
179,2017-01-09,2017-10-16,41,151,17,0.11
180,2017-01-09,2017-10-23,42,151,17,0.11
181,2017-01-09,2017-10-30,43,151,15,0.1
182,2017-01-09,2017-11-06,44,151,14,0.09
183,2017-01-09,2017-11-13,45,151,14,0.09
184,2017-01-09,2017-11-20,46,151,14,0.09
185,2017-01-09,2017-11-27,47,151,13,0.09
186,2017-01-09,2017-12-04,48,151,12,0.08
187,2017-01-09,2017-12-11,49,151,10,0.07
188,2017-01-09,2017-12-18,50,151,9,0.06
189,2017-01-09,2017-12-25,51,151,10,0.07
190,2017-01-09,2018-01-01,52,151,10,0.07
191,2017-01-09,2018-01-08,53,151,9,0.06
192,2017-01-09,2018-01-15,54,151,8,0.05
193,2017-01-09,2018-01-22,55,151,7,0.05
194,2017-01-09,2018-01-29,56,151,7,0.05
195,2017-01-09,2018-02-05,57,151,7,0.05
196,2017-01-09,2018-02-12,58,151,7,0.05
197,2017-01-09,2018-02-19,59,151,5,0.03
198,2017-01-09,2018-02-26,60,151,6,0.04
199,2017-01-09,2018-03-05,61,151,7,0.05
200,2017-01-09,2018-03-12,62,151,6,0.04
201,2017-01-09,2018-03-19,63,151,6,0.04
202,2017-01-09,2018-03-26,64,151,5,0.03
203,2017-01-09,2018-04-02,65,151,5,0.03
204,2017-01-09,2018-04-09,66,151,5,0.03
205,2017-01-09,2018-04-16,67,151,4,0.03
206,2017-01-09,2018-04-23,68,151,3,0.02
207,2017-01-09,2018-04-30,69,151,3,0.02
208,2017-01-09,2018-05-07,70,151,3,0.02
209,2017-01-09,2018-05-14,71,151,3,0.02
210,2017-01-09,2018-05-21,72,151,3,0.02
211,2017-01-09,2018-05-28,73,151,2,0.01
212,2017-01-09,2018-06-04,74,151,3,0.02
213,2017-01-09,2018-06-11,75,151,3,0.02
214,2017-01-09,2018-06-18,76,151,2,0.01
215,2017-01-09,2018-06-25,77,151,2,0.01
216,2017-01-09,2018-07-02,78,151,2,0.01
217,2017-01-09,2018-07-09,79,151,2,0.01
218,2017-01-09,2018-07-16,80,151,2,0.01
219,2017-01-09,2018-07-23,81,151,2,0.01
220,2017-01-09,2018-07-30,82,151,2,0.01
221,2017-01-09,2018-08-06,83,151,2,0.01
222,2017-01-09,2018-08-13,84,151,2,0.01
223,2017-01-09,2018-08-20,85,151,1,0.01
224,2017-01-09,2018-08-27,86,151,1,0.01
225,2017-01-09,2018-09-03,87,151,1,0.01
226,2017-01-09,2018-09-10,88,151,1,0.01
227,2017-01-09,2018-09-17,89,151,1,0.01
228,2017-01-09,2018-09-24,90,151,1,0.01
229,2017-01-09,2018-10-01,91,151,1,0.01
230,2017-01-09,2018-10-08,92,151,1,0.01
231,2017-01-09,2018-10-15,93,151,1,0.01
232,2017-01-09,2018-10-22,94,151,1,0.01
233,2017-01-09,2018-10-29,95,151,1,0.01
234,2017-01-09,2018-11-05,96,151,1,0.01
235,2017-01-09,2018-11-12,97,151,1,0.01
236,2017-01-09,2018-11-19,98,151,1,0.01
237,2017-01-09,2018-11-26,99,151,1,0.01
238,2017-01-09,2018-12-03,100,151,1,0.01
239,2017-01-09,2018-12-10,101,151,1,0.01
240,2017-01-09,2018-12-17,102,151,1,0.01
241,2017-01-09,2018-12-24,103,151,1,0.01
242,2017-01-09,2018-12-31,104,151,1,0.01
243,2017-01-09,2019-01-07,105,151,1,0.01
244,2017-01-09,2019-01-14,106,151,1,0.01
245,2017-01-09,2019-01-21,107,151,1,0.01
246,2017-01-09,2019-01-28,108,151,1,0.01
247,2017-01-09,2019-02-04,109,151,1,0.01
248,2017-01-09,2019-02-11,110,151,1,0.01
249,2017-01-09,2019-02-18,111,151,1,0.01
250,2017-01-09,2019-02-25,112,151,1,0.01
251,2017-01-09,2019-03-04,113,151,1,0.01
252,2017-01-09,2019-03-11,114,151,1,0.01
253,2017-01-09,2019-03-18,115,151,1,0.01
254,2017-01-09,2019-03-25,116,151,1,0.01
255,2017-01-16,2017-01-16,1,148,145,0.98
256,2017-01-16,2017-01-23,2,148,140,0.95
257,2017-01-16,2017-01-30,3,148,106,0.72
258,2017-01-16,2017-02-06,4,148,83,0.56
259,2017-01-16,2017-02-13,5,148,71,0.48
260,2017-01-16,2017-02-20,6,148,66,0.45
261,2017-01-16,2017-02-27,7,148,59,0.4
262,2017-01-16,2017-03-06,8,148,53,0.36
263,2017-01-16,2017-03-13,9,148,51,0.34
264,2017-01-16,2017-03-20,10,148,48,0.32
265,2017-01-16,2017-03-27,11,148,47,0.32
266,2017-01-16,2017-04-03,12,148,48,0.32
267,2017-01-16,2017-04-10,13,148,44,0.3
268,2017-01-16,2017-04-17,14,148,42,0.28
269,2017-01-16,2017-04-24,15,148,39,0.26
270,2017-01-16,2017-05-01,16,148,38,0.26
271,2017-01-16,2017-05-08,17,148,34,0.23
272,2017-01-16,2017-05-15,18,148,31,0.21
273,2017-01-16,2017-05-22,19,148,31,0.21
274,2017-01-16,2017-05-29,20,148,30,0.2
275,2017-01-16,2017-06-05,21,148,29,0.2
276,2017-01-16,2017-06-12,22,148,28,0.19
277,2017-01-16,2017-06-19,23,148,28,0.19
278,2017-01-16,2017-06-26,24,148,25,0.17
279,2017-01-16,2017-07-03,25,148,26,0.18
280,2017-01-16,2017-07-10,26,148,29,0.2
281,2017-01-16,2017-07-17,27,148,28,0.19
282,2017-01-16,2017-07-24,28,148,24,0.16
283,2017-01-16,2017-07-31,29,148,25,0.17
284,2017-01-16,2017-08-07,30,148,25,0.17
285,2017-01-16,2017-08-14,31,148,24,0.16
286,2017-01-16,2017-08-21,32,148,21,0.14
287,2017-01-16,2017-08-28,33,148,20,0.14
288,2017-01-16,2017-09-04,34,148,20,0.14
289,2017-01-16,2017-09-11,35,148,20,0.14
290,2017-01-16,2017-09-18,36,148,20,0.14
291,2017-01-16,2017-09-25,37,148,18,0.12
292,2017-01-16,2017-10-02,38,148,19,0.13
293,2017-01-16,2017-10-09,39,148,20,0.14
294,2017-01-16,2017-10-16,40,148,20,0.14
295,2017-01-16,2017-10-23,41,148,21,0.14
296,2017-01-16,2017-10-30,42,148,20,0.14
297,2017-01-16,2017-11-06,43,148,19,0.13
298,2017-01-16,2017-11-13,44,148,20,0.14
299,2017-01-16,2017-11-20,45,148,20,0.14
300,2017-01-16,2017-11-27,46,148,18,0.12
301,2017-01-16,2017-12-04,47,148,18,0.12
302,2017-01-16,2017-12-11,48,148,17,0.11
303,2017-01-16,2017-12-18,49,148,17,0.11
304,2017-01-16,2017-12-25,50,148,18,0.12
305,2017-01-16,2018-01-01,51,148,17,0.11
306,2017-01-16,2018-01-08,52,148,16,0.11
307,2017-01-16,2018-01-15,53,148,16,0.11
308,2017-01-16,2018-01-22,54,148,15,0.1
309,2017-01-16,2018-01-29,55,148,12,0.08
310,2017-01-16,2018-02-05,56,148,11,0.07
311,2017-01-16,2018-02-12,57,148,11,0.07
312,2017-01-16,2018-02-19,58,148,11,0.07
313,2017-01-16,2018-02-26,59,148,10,0.07
314,2017-01-16,2018-03-05,60,148,8,0.05
315,2017-01-16,2018-03-12,61,148,8,0.05
316,2017-01-16,2018-03-19,62,148,7,0.05
317,2017-01-16,2018-03-26,63,148,7,0.05
318,2017-01-16,2018-04-02,64,148,6,0.04
319,2017-01-16,2018-04-09,65,148,6,0.04
320,2017-01-16,2018-04-16,66,148,8,0.05
321,2017-01-16,2018-04-23,67,148,8,0.05
322,2017-01-16,2018-04-30,68,148,6,0.04
323,2017-01-16,2018-05-07,69,148,5,0.03
324,2017-01-16,2018-05-14,70,148,6,0.04
325,2017-01-16,2018-05-21,71,148,6,0.04
326,2017-01-16,2018-05-28,72,148,5,0.03
327,2017-01-16,2018-06-04,73,148,4,0.03
328,2017-01-16,2018-06-11,74,148,4,0.03
329,2017-01-16,2018-06-18,75,148,4,0.03
330,2017-01-16,2018-06-25,76,148,4,0.03
331,2017-01-16,2018-07-02,77,148,4,0.03
332,2017-01-16,2018-07-09,78,148,4,0.03
333,2017-01-16,2018-07-16,79,148,4,0.03
334,2017-01-16,2018-07-23,80,148,4,0.03
335,2017-01-16,2018-07-30,81,148,5,0.03
336,2017-01-16,2018-08-06,82,148,5,0.03
337,2017-01-16,2018-08-13,83,148,3,0.02
338,2017-01-16,2018-08-20,84,148,5,0.03
339,2017-01-16,2018-08-27,85,148,5,0.03
340,2017-01-16,2018-09-03,86,148,5,0.03
341,2017-01-16,2018-09-10,87,148,5,0.03
342,2017-01-16,2018-09-17,88,148,4,0.03
343,2017-01-16,2018-09-24,89,148,4,0.03
344,2017-01-16,2018-10-01,90,148,4,0.03
345,2017-01-16,2018-10-08,91,148,4,0.03
346,2017-01-16,2018-10-15,92,148,5,0.03
347,2017-01-16,2018-10-22,93,148,5,0.03
348,2017-01-16,2018-10-29,94,148,4,0.03
349,2017-01-16,2018-11-05,95,148,4,0.03
350,2017-01-16,2018-11-12,96,148,4,0.03
351,2017-01-16,2018-11-19,97,148,3,0.02
352,2017-01-16,2018-11-26,98,148,3,0.02
353,2017-01-16,2018-12-03,99,148,3,0.02
354,2017-01-16,2018-12-10,100,148,1,0.01
355,2017-01-16,2018-12-17,101,148,1,0.01
356,2017-01-16,2018-12-24,102,148,1,0.01
357,2017-01-16,2018-12-31,103,148,1,0.01
358,2017-01-16,2019-01-07,104,148,1,0.01
359,2017-01-16,2019-01-14,105,148,1,0.01
360,2017-01-16,2019-01-21,106,148,1,0.01
361,2017-01-16,2019-01-28,107,148,1,0.01
362,2017-01-16,2019-02-04,108,148,1,0.01
363,2017-01-16,2019-02-11,109,148,1,0.01
364,2017-01-23,2017-01-23,1,168,164,0.98
365,2017-01-23,2017-01-30,2,168,152,0.9
366,2017-01-23,2017-02-06,3,168,125,0.74
367,2017-01-23,2017-02-13,4,168,95,0.57
368,2017-01-23,2017-02-20,5,168,84,0.5
369,2017-01-23,2017-02-27,6,168,76,0.45
370,2017-01-23,2017-03-06,7,168,68,0.4
371,2017-01-23,2017-03-13,8,168,60,0.36
372,2017-01-23,2017-03-20,9,168,52,0.31
373,2017-01-23,2017-03-27,10,168,48,0.29
374,2017-01-23,2017-04-03,11,168,46,0.27
375,2017-01-23,2017-04-10,12,168,41,0.24
376,2017-01-23,2017-04-17,13,168,41,0.24
377,2017-01-23,2017-04-24,14,168,39,0.23
378,2017-01-23,2017-05-01,15,168,39,0.23
379,2017-01-23,2017-05-08,16,168,39,0.23
380,2017-01-23,2017-05-15,17,168,39,0.23
381,2017-01-23,2017-05-22,18,168,34,0.2
382,2017-01-23,2017-05-29,19,168,34,0.2
383,2017-01-23,2017-06-05,20,168,34,0.2
384,2017-01-23,2017-06-12,21,168,31,0.18
385,2017-01-23,2017-06-19,22,168,27,0.16
386,2017-01-23,2017-06-26,23,168,26,0.15
387,2017-01-23,2017-07-03,24,168,27,0.16
388,2017-01-23,2017-07-10,25,168,25,0.15
389,2017-01-23,2017-07-17,26,168,25,0.15
390,2017-01-23,2017-07-24,27,168,24,0.14
391,2017-01-23,2017-07-31,28,168,21,0.13
392,2017-01-23,2017-08-07,29,168,20,0.12
393,2017-01-23,2017-08-14,30,168,20,0.12
394,2017-01-23,2017-08-21,31,168,19,0.11
395,2017-01-23,2017-08-28,32,168,18,0.11
396,2017-01-23,2017-09-04,33,168,18,0.11
397,2017-01-23,2017-09-11,34,168,19,0.11
398,2017-01-23,2017-09-18,35,168,16,0.1
399,2017-01-23,2017-09-25,36,168,16,0.1
400,2017-01-23,2017-10-02,37,168,12,0.07
401,2017-01-23,2017-10-09,38,168,11,0.07
402,2017-01-23,2017-10-16,39,168,10,0.06
403,2017-01-23,2017-10-23,40,168,10,0.06
404,2017-01-23,2017-10-30,41,168,9,0.05
405,2017-01-23,2017-11-06,42,168,9,0.05
406,2017-01-23,2017-11-13,43,168,10,0.06
407,2017-01-23,2017-11-20,44,168,9,0.05
408,2017-01-23,2017-11-27,45,168,11,0.07
409,2017-01-23,2017-12-04,46,168,10,0.06
410,2017-01-23,2017-12-11,47,168,8,0.05
411,2017-01-23,2017-12-18,48,168,7,0.04
412,2017-01-23,2017-12-25,49,168,7,0.04
413,2017-01-23,2018-01-01,50,168,7,0.04
414,2017-01-23,2018-01-08,51,168,8,0.05
415,2017-01-23,2018-01-15,52,168,8,0.05
416,2017-01-23,2018-01-22,53,168,8,0.05
417,2017-01-23,2018-01-29,54,168,9,0.05
418,2017-01-23,2018-02-05,55,168,9,0.05
419,2017-01-23,2018-02-12,56,168,9,0.05
420,2017-01-23,2018-02-19,57,168,9,0.05
421,2017-01-23,2018-02-26,58,168,9,0.05
422,2017-01-23,2018-03-05,59,168,9,0.05
423,2017-01-23,2018-03-12,60,168,9,0.05
424,2017-01-23,2018-03-19,61,168,9,0.05
425,2017-01-23,2018-03-26,62,168,9,0.05
426,2017-01-23,2018-04-02,63,168,10,0.06
427,2017-01-23,2018-04-09,64,168,10,0.06
428,2017-01-23,2018-04-16,65,168,9,0.05
429,2017-01-23,2018-04-23,66,168,9,0.05
430,2017-01-23,2018-04-30,67,168,9,0.05
431,2017-01-23,2018-05-07,68,168,8,0.05
432,2017-01-23,2018-05-14,69,168,7,0.04
433,2017-01-23,2018-05-21,70,168,6,0.04
434,2017-01-23,2018-05-28,71,168,7,0.04
435,2017-01-23,2018-06-04,72,168,6,0.04
436,2017-01-23,2018-06-11,73,168,6,0.04
437,2017-01-23,2018-06-18,74,168,6,0.04
438,2017-01-23,2018-06-25,75,168,6,0.04
439,2017-01-23,2018-07-02,76,168,5,0.03
440,2017-01-23,2018-07-09,77,168,4,0.02
441,2017-01-23,2018-07-16,78,168,4,0.02
442,2017-01-23,2018-07-23,79,168,4,0.02
443,2017-01-23,2018-07-30,80,168,4,0.02
444,2017-01-23,2018-08-06,81,168,3,0.02
445,2017-01-23,2018-08-13,82,168,3,0.02
446,2017-01-23,2018-08-20,83,168,3,0.02
447,2017-01-23,2018-08-27,84,168,2,0.01
448,2017-01-23,2018-09-03,85,168,1,0.01
449,2017-01-23,2018-09-10,86,168,1,0.01
450,2017-01-23,2018-09-17,87,168,1,0.01
451,2017-01-23,2018-09-24,88,168,1,0.01
452,2017-01-23,2018-10-01,89,168,1,0.01
453,2017-01-23,2018-10-08,90,168,2,0.01
454,2017-01-23,2018-10-15,91,168,1,0.01
455,2017-01-23,2018-10-22,92,168,1,0.01
456,2017-01-23,2018-10-29,93,168,2,0.01
457,2017-01-23,2018-11-05,94,168,2,0.01
458,2017-01-23,2018-11-12,95,168,1,0.01
459,2017-01-23,2018-11-19,96,168,1,0.01
460,2017-01-23,2018-11-26,97,168,1,0.01
461,2017-01-23,2018-12-03,98,168,1,0.01
462,2017-01-23,2018-12-10,99,168,1,0.01
463,2017-01-23,2018-12-17,100,168,1,0.01
464,2017-01-23,2018-12-24,101,168,1,0.01
465,2017-01-23,2018-12-31,102,168,1,0.01
466,2017-01-23,2019-01-07,103,168,1,0.01
467,2017-01-23,2019-01-14,104,168,1,0.01
468,2017-01-23,2019-01-21,105,168,1,0.01
469,2017-01-23,2019-01-28,106,168,1,0.01
470,2017-01-23,2019-02-04,107,168,1,0.01
471,2017-01-23,2019-02-11,108,168,1,0.01
472,2017-01-23,2019-02-18,109,168,1,0.01
473,2017-01-30,2017-01-30,1,176,172,0.98
474,2017-01-30,2017-02-06,2,176,156,0.89
475,2017-01-30,2017-02-13,3,176,120,0.68
476,2017-01-30,2017-02-20,4,176,97,0.55
